TRKNO;CUSNO;SHPNO;SHPDT;PRFLG;DAFLG;NCINV;INVRF;INVFL;DDFLG;CMRFL;SIVFL;SDDFL;ISSDT;INVNO;DDNBR;SHDDT;ESTDA;ESTTA;SHPNM;SHPA1;SHPA2;SHPA3;SHPCT;SHPAA;SHPTP;PACKG;CARQY;PALQY;GWGHT;NWGHT;WGTUM;WGTDC;VOLUM;SHPMK;UNLOC;CARNM;CARA1;CARA2;CARA3;SINFO;SNDNM;SNDA1;SNDA2;SNDA3;SNDCT;SNDAA;BILNO;BILNM;BILA1;BILA2;BILA3;BILCT;BILAA;BILNC;BILDP;BILTL;BILFX;ACTNO;ACTNM;ACTA1;ACTA2;ACTA3;ACTCT;ACTAA;SUPCD;PYTRM;FRTST;TRTRM;DELPT;PRTRM;BNKNM;BNKA1;BNKA2;BNKA3;BNKNO;INVNC;INVPT;INVAM;CURCD;CURDC;TAXAM;TAXPC;INSAM;FRGHT;SBLNO;SBLNM;SBLA1;SBLA2;SBLA3;SBLCT;SBLAA;SBLNC;SBLDP;SBLTL;SBLFX;SACNO;SACNM;SACA1;SACA2;SACA3;SACCT;SACAA;SSPCD;SPYTM;SFRST;STRTM;SDLPT;SPRTM;SBKNM;SBKA1;SBKA2;SBKA3;SBKNO;SINVC;SIVPT;SIVAM;SCRCD;SCRDC;STXAM;STXPC;SINAM;SFRGT
1160710;10000302;1;20250426;4;0;0;0;0;0;0;0;0;0;987015;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160711;10000302;7;20250426;4;0;0;0;0;0;0;0;0;0;987016;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160712;10000302;7;20250426;4;0;0;0;0;0;0;0;0;0;987017;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160713;10000302;12;20250426;4;0;0;0;0;0;0;0;0;0;987018;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160714;10000302;12;20250426;4;0;0;0;0;0;0;0;0;0;987019;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160715;10000302;5;20250426;4;0;0;0;0;0;0;0;0;0;987020;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;0                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160716;10000307;5;20250426;4;0;0;0;0;0;0;0;0;0;987021;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160717;10005901;0;20250426;4;0;0;0;0;0;0;0;0;0;987134;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160730;10000113;0;20250426;4;0;0;0;0;0;0;0;0;0;523847;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160731;10000113;0;20250426;4;0;0;0;0;0;0;0;0;0;523848;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160732;10000113;0;20250426;4;0;0;0;0;0;0;0;0;0;523849;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160733;10005500;1;20250426;4;0;0;0;0;0;0;0;0;0;987132;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160768;10005500;1;20250426;4;0;0;0;0;0;0;0;0;0;987133;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160769;10000116;0;20250426;4;0;0;0;0;0;0;0;0;0;987145;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160770;10000116;0;20250426;4;0;0;0;0;0;0;0;0;0;987146;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160771;10000124;1;20250426;4;0;0;0;0;0;0;0;0;0;124421;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160772;10000116;0;20250426;4;0;0;0;0;0;0;0;0;0;124423;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160773;10000116;0;20250426;4;0;0;0;0;0;0;0;0;0;124424;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160774;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124432;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160775;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124433;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160776;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124434;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160777;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124435;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160778;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124436;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160779;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124437;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160780;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124438;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160781;10000119;2;20250426;4;0;0;0;0;0;0;0;0;0;124439;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
