TRKNO;CUSNO;SHPNO;SHPDT;PRFLG;DAFLG;NCINV;INVRF;INVFL;DDFLG;CMRFL;SIVFL;SDDFL;ISSDT;INVNO;DDNBR;SHDDT;ESTDA;ESTTA;SHPNM;SHPA1;SHPA2;SHPA3;SHPCT;SHPAA;SHPTP;PACKG;CARQY;PALQY;GWGHT;NWGHT;WGTUM;WGTDC;VOLUM;SHPMK;UNLOC;CARNM;CARA1;CARA2;CARA3;SINFO;SNDNM;SNDA1;SNDA2;SNDA3;SNDCT;SNDAA;BILNO;BILNM;BILA1;BILA2;BILA3;BILCT;BILAA;BILNC;BILDP;BILTL;BILFX;ACTNO;ACTNM;ACTA1;ACTA2;ACTA3;ACTCT;ACTAA;SUPCD;PYTRM;FRTST;TRTRM;DELPT;PRTRM;BNKNM;BNKA1;BNKA2;BNKA3;BNKNO;INVNC;INVPT;INVAM;CURCD;CURDC;TAXAM;TAXPC;INSAM;FRGHT;SBLNO;SBLNM;SBLA1;SBLA2;SBLA3;SBLCT;SBLAA;SBLNC;SBLDP;SBLTL;SBLFX;SACNO;SACNM;SACA1;SACA2;SACA3;SACCT;SACAA;SSPCD;SPYTM;SFRST;STRTM;SDLPT;SPRTM;SBKNM;SBKA1;SBKA2;SBKA3;SBKNO;SINVC;SIVPT;SIVAM;SCRCD;SCRDC;STXAM;STXPC;SINAM;SFRGT
1160788;10000119;3;20250426;4;0;0;0;0;0;0;0;0;0;124446;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160789;10000119;3;20250426;4;0;0;0;0;0;0;0;0;0;124447;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160790;10005901;0;20250426;4;0;0;0;0;0;0;0;0;0;987147;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160791;10005500;1;20250426;4;0;0;0;0;0;0;0;0;0;987142;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160792;10005500;1;20250426;4;0;0;0;0;0;0;0;0;0;987180;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;-                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160793;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523850;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160794;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523851;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160795;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523852;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160796;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523853;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160797;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523854;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160798;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523855;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160799;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523856;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160800;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523857;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160801;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523858;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160802;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523859;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160803;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523860;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160804;10000115;0;20250426;4;0;0;0;0;0;0;0;0;0;523861;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160805;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523862;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160806;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523863;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160807;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523864;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160808;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523865;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160809;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523866;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160810;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523867;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160811;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523868;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160812;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523892;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
1160813;10000108;0;20250426;4;0;0;0;0;0;0;0;0;0;523869;0;20250426;0;0;                              ;                         ;                         ;                         ;   ;          ;          ;          ;0;0;0.0;0.0;  ;   ;0;          ;                    ;*                             ;                         ;                         ;                         ;                              ;                              ;                         ;                         ;                         ;   ;          ;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0;0;                              ;                         ;                         ;                         ;   ;          ;                    ;                    ;                    ;                    ;0;                              ;                         ;                         ;                         ;   ;          ;               ;                              ;0;                              ;               ;   ;                         ;                         ;                         ;                         ;               ;                    ;                    ;0.0;  ;   ;0.0;0.0;0.0;0.0
