"SEQ"	"WH"	"DEVID"	"SYSFLG1"	"SYSFLG2"	"SYSFLG3"	"SYSFLG4"	"LOGINID"	"TRDATE"	"TRTYPE"	"OPESEQ"	"RESULT"	"RSNCODE"	"TRUCKNO"	"CUSTNO"	"SHIPPN"	"SHIPQTY"	"TAGTYPE"	"PN"	"CUSTPN"	"QTY"	"TAGSEQ"	"SCANDATE"	"SCANTIME"	"REGISTERED_AT"	"REGISTERED_COMPNAME"	"REGISTERED_COMPCODE"	"SHIPNO"	"CHECKTYPE"	"FILENAME"
9212	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0271"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"701"	10-JAN-25	"000036"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9186	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0245"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-89900T"	"85720-06480-00           "	10	"444"	09-JAN-25	"235952"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9187	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0246"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-89900T"	"85720-06480-00           "	10	"0070032"	09-JAN-25	"235953"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9188	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0247"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-89900T"	"85720-06480-00           "	10	"449"	09-JAN-25	"235954"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9213	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0272"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070151"	10-JAN-25	"000037"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9189	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0248"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-89900T"	"85720-06480-00           "	10	"0070017"	09-JAN-25	"235957"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9214	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0273"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"704"	10-JAN-25	"000038"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9190	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0249"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-89900T"	"85720-06480-00           "	10	"443"	09-JAN-25	"235958"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9191	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0250"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070156"	10-JAN-25	"000006"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9192	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0251"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"712"	10-JAN-25	"000007"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9215	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0274"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070135"	10-JAN-25	"000043"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9193	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0252"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070218"	10-JAN-25	"000009"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9216	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0275"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"474"	10-JAN-25	"000044"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9194	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0253"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"714"	10-JAN-25	"000009"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9195	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0254"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070183"	10-JAN-25	"000011"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9196	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0255"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"702"	10-JAN-25	"000012"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9217	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0276"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070249"	10-JAN-25	"000046"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9197	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0256"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070206"	10-JAN-25	"000014"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9218	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0277"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"470"	10-JAN-25	"000047"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9198	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0257"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"705"	10-JAN-25	"000015"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9199	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0258"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070166"	10-JAN-25	"000017"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9200	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0259"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"699"	10-JAN-25	"000018"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9201	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0260"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070150"	10-JAN-25	"000019"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9202	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0261"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"706"	10-JAN-25	"000022"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9203	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0262"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070208"	10-JAN-25	"000023"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9204	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0263"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"711"	10-JAN-25	"000025"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9205	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0264"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070212"	10-JAN-25	"000026"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9206	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0265"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"703"	10-JAN-25	"000027"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9207	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0266"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070171"	10-JAN-25	"000030"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9208	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0267"	"0"	"3000"	"0101151"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"700"	10-JAN-25	"000032"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9209	"48"	"08"	" "	" "	" "	" "	"7"	09-JAN-25	1	"0268"	"0"	"2000"	"0101151"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070163"	10-JAN-25	"000033"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9687	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0005"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070606"	10-JAN-25	"022152"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9688	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0006"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"894"	10-JAN-25	"022153"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9675	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0043"	"0"	"2000"	"0130967"	"10000606"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070122"	10-JAN-25	"022017"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9676	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0044"	"0"	"3000"	"0130967"	"10000606"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"940"	10-JAN-25	"022018"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9677	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0045"	"0"	"2000"	"0130967"	"10000606"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070480"	10-JAN-25	"022019"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9678	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0046"	"0"	"3000"	"0130967"	"10000606"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"941"	10-JAN-25	"022020"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9689	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0007"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070560"	10-JAN-25	"022156"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9690	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0008"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"895"	10-JAN-25	"022157"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9679	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0047"	"0"	"2000"	"0130967"	"10000606"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070210"	10-JAN-25	"022022"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9680	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0048"	"0"	"3000"	"0130967"	"10000606"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"942"	10-JAN-25	"022023"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9681	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0049"	"0"	"2000"	"0130967"	"10000606"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070484"	10-JAN-25	"022024"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9682	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0050"	"0"	"3000"	"0130967"	"10000606"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"943"	10-JAN-25	"022025"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9691	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0009"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070580"	10-JAN-25	"022158"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9692	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0010"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"896"	10-JAN-25	"022159"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9683	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	3	"0051"	"0"	"0000"	"0130967"	"10000606"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"022029"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
9684	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0002"	"0"	"1000"	"0130968"	"10000603"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"022147"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9685	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0003"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070198"	10-JAN-25	"022150"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9686	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0004"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"893"	10-JAN-25	"022151"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9693	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0011"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070165"	10-JAN-25	"022201"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9694	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0012"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"897"	10-JAN-25	"022202"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9695	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0013"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070435"	10-JAN-25	"022205"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9696	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0014"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"898"	10-JAN-25	"022206"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9697	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0015"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070208"	10-JAN-25	"022207"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9698	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0016"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"899"	10-JAN-25	"022209"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9699	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0017"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070536"	10-JAN-25	"022212"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9700	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0018"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"900"	10-JAN-25	"022213"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9701	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0019"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61100M"	"5713A474                 "	10	"0070574"	10-JAN-25	"022214"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9702	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0020"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61100M"	"5713A474                 "	10	"901"	10-JAN-25	"022215"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9703	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0021"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070226"	10-JAN-25	"022336"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9704	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0022"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"947"	10-JAN-25	"022337"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9705	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0023"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070317"	10-JAN-25	"022339"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9706	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0024"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"948"	10-JAN-25	"022340"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9707	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0025"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070213"	10-JAN-25	"022341"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9708	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0026"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"949"	10-JAN-25	"022342"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9709	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0027"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070165"	10-JAN-25	"022343"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9710	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0028"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"950"	10-JAN-25	"022344"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9711	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0029"	"0"	"2000"	"0130968"	"10000603"	"               "		"11"	"AE262100-61200M"	"5713A473                 "	10	"0070486"	10-JAN-25	"022346"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
9712	"48"	"08"	" "	" "	" "	" "	"1"	09-JAN-25	1	"0030"	"0"	"3000"	"0130968"	"10000603"	"               "		"UR"	"AE262100-61200M"	"5713A473                 "	10	"951"	10-JAN-25	"022347"	25-APR-25	"DSTH"	"40040"	"06"	"1"	"20250110.CSV"
6919	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0025"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"631"	09-JAN-25	"225521"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6920	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0026"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090178"	09-JAN-25	"225522"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6921	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0027"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"635"	09-JAN-25	"225523"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6922	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0028"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090224"	09-JAN-25	"225525"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6923	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0029"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"616"	09-JAN-25	"225525"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6924	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0030"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090166"	09-JAN-25	"225526"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6925	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0031"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"620"	09-JAN-25	"225527"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6926	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0032"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090096"	09-JAN-25	"225529"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6927	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0033"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"624"	09-JAN-25	"225530"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6928	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0034"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090102"	09-JAN-25	"225531"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6929	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0035"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"628"	09-JAN-25	"225531"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6930	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0036"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090077"	09-JAN-25	"225533"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6931	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0037"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"632"	09-JAN-25	"225534"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6932	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0038"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090029"	09-JAN-25	"225535"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6933	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0039"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"636"	09-JAN-25	"225536"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6934	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0040"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090016"	09-JAN-25	"225537"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6935	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0041"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"617"	09-JAN-25	"225538"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6936	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0042"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090189"	09-JAN-25	"225540"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6937	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0043"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"621"	09-JAN-25	"225541"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6938	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0044"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090186"	09-JAN-25	"225542"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6939	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0045"	"0"	"3000"	"0100964"	"11000101"	"               "		"UR"	"HA197920-50200M"	"1450A209                 "	8	"625"	09-JAN-25	"225543"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
6940	"01"	"K4"	" "	" "	" "	" "	"00"	09-JAN-25	1	"0046"	"0"	"2000"	"0100964"	"11000101"	"               "		"11"	"HA197920-50200M"	"1450A209                 "	8	"0090226"	09-JAN-25	"225544"	25-APR-25	"DSTH"	"40040"	"00"	"1"	"20250110.CSV"
